Volatility 3 Framework 2.8.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
744	services.exe	0x8228f8b0	0x324	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe3
744	services.exe	0x822c8bf8	0x328	Process	0x1f0fff	svchost.exe Pid 992
744	services.exe	0xe1a90ae0	0x32c	Port	0x1f0001	
744	services.exe	0x821c2a70	0x330	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe0
744	services.exe	0x82151da0	0x334	Process	0x1f0fff	svchost.exe Pid 1084
744	services.exe	0xe169ab68	0x338	Port	0x1f0001	
744	services.exe	0x81efd210	0x33c	Event	0x1f0003	
744	services.exe	0x82168150	0x340	Event	0x1f0003	
744	services.exe	0xe1b2b350	0x344	Port	0x1f0001	
744	services.exe	0xe1b71640	0x348	Key	0xf003f	USER\S-1-5-19
744	services.exe	0xe1a65df0	0x34c	Port	0x1f0001	
744	services.exe	0x822c82c8	0x350	Event	0x1f0003	
744	services.exe	0xe1b7b6e0	0x354	Token	0xf01ff	
744	services.exe	0x821cdad8	0x358	Event	0x1f0003	
744	services.exe	0x820a6200	0x35c	Event	0x1f0003	PnP_No_Pending_Install_Events
744	services.exe	0x822babe0	0x360	Event	0x1f0003	
744	services.exe	0x820b8588	0x364	Mutant	0x1f0001	PnP_Init_Mutex
744	services.exe	0xe169aab0	0x368	Key	0xf003f	USER\S-1-5-20
744	services.exe	0x82184d68	0x36c	File	0x12019f	\Device\NamedPipe\ntsvcs
744	services.exe	0xe1b811b8	0x370	Token	0xf01ff	
744	services.exe	0x821292c8	0x374	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe5
744	services.exe	0x821521b0	0x378	Process	0x1f0fff	svchost.exe Pid 1140
744	services.exe	0xe1b65568	0x37c	Port	0x1f0001	
744	services.exe	0x822a18b0	0x380	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe6
744	services.exe	0x8214f488	0x384	Process	0x1f0fff	svchost.exe Pid 1192
744	services.exe	0x8221e278	0x388	Process	0x1f0fff	iscsiexe.exe Pid 1436
744	services.exe	0xe1d58f68	0x38c	Port	0x1f0001	
744	services.exe	0x8214d4d8	0x390	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe7
744	services.exe	0xe1bb5ae8	0x394	Port	0x1f0001	
744	services.exe	0xe1d58eb0	0x398	Port	0x1f0001	
744	services.exe	0x82109680	0x39c	Event	0x100003	
744	services.exe	0x82095500	0x3a8	Process	0x1f0fff	spoolsv.exe Pid 1616
744	services.exe	0x8216a158	0x3ac	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe8
744	services.exe	0xe1b7f9d8	0x3b4	Port	0x1f0001	
744	services.exe	0xe1f9f998	0x3b8	Port	0x1f0001	
744	services.exe	0xe1b182b8	0x3c8	Port	0x1f0001	
744	services.exe	0x8213efc0	0x3d0	Event	0x1f0003	
744	services.exe	0xe1f42940	0x3d4	Token	0xf01ff	
744	services.exe	0x8204c0f8	0x3d8	Event	0x21f0003	
744	services.exe	0x82165da8	0x3dc	Thread	0x1f03ff	Tid 1148 Pid 744
744	services.exe	0x821de020	0x3e8	Thread	0x1f03ff	Tid 3624 Pid 744
744	services.exe	0xe21a4820	0x3ec	Port	0x1f0001	
744	services.exe	0xe1b0b628	0x3fc	Key	0xf003f	USER\S-1-5-19
744	services.exe	0xe201a970	0x400	Token	0xf01ff	
744	services.exe	0x820c81b0	0x404	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe10
744	services.exe	0x8223b730	0x408	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe9
744	services.exe	0x82129370	0x40c	Process	0x1f0fff	svchost.exe Pid 364
744	services.exe	0xe1fb2d28	0x410	Port	0x1f0001	
744	services.exe	0x82089558	0x414	Process	0x1f0fff	jqs.exe Pid 472
744	services.exe	0xe1e1d1b0	0x418	Port	0x1f0001	
744	services.exe	0xe214c650	0x41c	Port	0x1f0001	
744	services.exe	0xe1db38b0	0x420	Key	0xf003f	USER\S-1-5-20
744	services.exe	0xe213d5d8	0x428	Token	0xf01ff	
744	services.exe	0x820c4028	0x42c	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe11
744	services.exe	0x8208abf0	0x430	Process	0x1f0fff	sqlservr.exe Pid 488
744	services.exe	0xe216c6a0	0x434	Port	0x1f0001	
744	services.exe	0xe2276f68	0x458	Port	0x1f0001	
744	services.exe	0x82088cd8	0x45c	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe12
744	services.exe	0x82077da0	0x460	Process	0x1f0fff	coherence.exe Pid 572
744	services.exe	0xe216f428	0x464	Port	0x1f0001	
744	services.exe	0x821367c8	0x468	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe13
744	services.exe	0x82189530	0x46c	Process	0x1f0fff	prl_tools_servi Pid 436
744	services.exe	0x82168180	0x470	Event	0x1f0003	
744	services.exe	0xe217d820	0x474	Port	0x1f0001	
744	services.exe	0x8210e4a0	0x478	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe14
744	services.exe	0x821aa7e8	0x47c	Process	0x1f0fff	sqlwriter.exe Pid 660
744	services.exe	0xe1fb4148	0x480	Port	0x1f0001	
744	services.exe	0x820756e8	0x484	Event	0x1f0003	
744	services.exe	0x8237b870	0x488	Thread	0x1f03ff	Tid 3896 Pid 744
744	services.exe	0xe1afe800	0x48c	Port	0x1f0001	
744	services.exe	0x82005348	0x490	Event	0x1f0003	
744	services.exe	0x82345458	0x494	Event	0x100003	
744	services.exe	0x8209ff90	0x498	Event	0x21f0003	
744	services.exe	0xe1125c48	0x4a4	Port	0x1f0001	
744	services.exe	0xe1076518	0x4a8	Port	0x1f0001	
744	services.exe	0x820616a0	0x4ac	Event	0x100003	
744	services.exe	0xe22b3e60	0x4b4	Port	0x1f0001	
744	services.exe	0x820af768	0x4b8	Event	0x1f0003	
744	services.exe	0x821432a8	0x4bc	Event	0x1f0003	
744	services.exe	0x81e8c3c8	0x4c0	Thread	0x1f03ff	Tid 2428 Pid 744
744	services.exe	0x821f22f0	0x4c4	File	0x12019f	\Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
744	services.exe	0x81eb1a28	0x4c8	Thread	0x1f03ff	Tid 2408 Pid 744
744	services.exe	0x82004930	0x4cc	Event	0x1f0003	
744	services.exe	0xe110dda8	0x4d4	Token	0xf01ff	
744	services.exe	0x82169da8	0x4d8	Thread	0x1f03ff	Tid 1152 Pid 744
744	services.exe	0xe1066e50	0x4dc	Key	0xf003f	USER\S-1-5-19
744	services.exe	0x822253e8	0x4e4	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe16
744	services.exe	0x81e8a368	0x4e8	Process	0x1f0fff	alg.exe Pid 2588
744	services.exe	0xe22b5080	0x4ec	Port	0x1f0001	
756	lsass.exe	0xe1009698	0x4	KeyedEvent	0xf0003	CritSecOutOfMemoryEvent
756	lsass.exe	0xe18bd530	0x8	Directory	0x3	KnownDlls
756	lsass.exe	0x8236c1c0	0xc	File	0x100020	\Device\HarddiskVolume1\WINDOWS\system32
756	lsass.exe	0x821c48a8	0x10	Semaphore	0x100003	
756	lsass.exe	0xe18c21f0	0x14	Directory	0xf000f	Windows
756	lsass.exe	0xe15cd670	0x18	Port	0x21f0001	
756	lsass.exe	0x821c15f0	0x1c	Semaphore	0x100003	
756	lsass.exe	0xe17aa690	0x20	Directory	0x2000f	BaseNamedObjects
756	lsass.exe	0x8236ff38	0x24	Mutant	0x1f0001	SHIMLIB_LOG_MUTEX
756	lsass.exe	0xe1979a28	0x28	Key	0x20f003f	MACHINE
756	lsass.exe	0xe1ae7020	0x2c	Port	0x1f0001	
756	lsass.exe	0x8237f0c8	0x30	WindowStation	0xf037f	Service-0x0-3e7$
756	lsass.exe	0x82181368	0x34	Desktop	0xf01ff	Default
756	lsass.exe	0x8237f0c8	0x38	WindowStation	0xf037f	Service-0x0-3e7$
756	lsass.exe	0x821c1270	0x3c	Semaphore	0x1f0003	
756	lsass.exe	0x8211ce80	0x40	Event	0x1f0003	
756	lsass.exe	0xe19e2a88	0x44	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER
756	lsass.exe	0x821c0a50	0x48	Semaphore	0x100003	
756	lsass.exe	0x8236a510	0x4c	Semaphore	0x100003	
756	lsass.exe	0x82102b28	0x50	Event	0x1f0003	
756	lsass.exe	0x82083ce8	0x54	Event	0x1f0003	
756	lsass.exe	0x821cb1e8	0x58	Semaphore	0x100003	
756	lsass.exe	0x821bfaa8	0x5c	Semaphore	0x100003	
756	lsass.exe	0xe19f5138	0x60	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
756	lsass.exe	0x82131e80	0x64	Event	0x1f0003	DINPUTWINMM
756	lsass.exe	0x822ce078	0x68	File	0x100001	\Device\KsecDD
756	lsass.exe	0x8207f7a0	0x6c	Event	0x1f0003	
756	lsass.exe	0x8207f350	0x70	Event	0x1f0003	
756	lsass.exe	0xe19f9d38	0x74	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
756	lsass.exe	0x821b3e08	0x78	Semaphore	0x1f0003	shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
756	lsass.exe	0x8224db68	0x7c	Event	0x1f0003	userenv:  User Profile setup event
756	lsass.exe	0x822c04b8	0x80	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
756	lsass.exe	0x8208f448	0x84	Event	0x1f0003	
756	lsass.exe	0xe19e4700	0x88	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\SSPICACHE\MSAPSSPC.DLL
756	lsass.exe	0xe19f89f0	0x8c	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\SSPICACHE\DIGEST.DLL
756	lsass.exe	0xe19dc460	0x90	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\SSPICACHE\MSNSSPC.DLL
756	lsass.exe	0x8215ca78	0x94	Timer	0x1f0003	
756	lsass.exe	0x8208c688	0x98	Event	0x21f0003	
756	lsass.exe	0x82063510	0x9c	Thread	0x1f03ff	Tid 772 Pid 756
756	lsass.exe	0x82238ca8	0xa0	File	0x12019f	\Device\NamedPipe\net\NtControlPipe0
756	lsass.exe	0x822dca88	0xa4	IoCompletion	0x1f0003	
756	lsass.exe	0x820f4888	0xa8	Timer	0x1f0003	
756	lsass.exe	0x821a6608	0xac	Thread	0x1f03ff	Tid 780 Pid 756
756	lsass.exe	0xe1a8ae40	0xb0	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA
756	lsass.exe	0x820cb7a0	0xb4	Event	0x1f0003	
756	lsass.exe	0x821ea840	0xb8	Semaphore	0x21f0003	
756	lsass.exe	0x82097238	0xbc	Event	0x1f0003	
756	lsass.exe	0xe101aae0	0xc0	Port	0x1f0001	SeLsaCommandPort
756	lsass.exe	0x821cab20	0xc4	Event	0x2	SeLsaInitEvent
756	lsass.exe	0xe19e8218	0xc8	Port	0x1f0001	
756	lsass.exe	0xe1989f68	0xcc	Port	0x1f0001	
756	lsass.exe	0x82376f98	0xd0	Semaphore	0x100003	
756	lsass.exe	0x821e96f8	0xd4	Semaphore	0x100003	
756	lsass.exe	0x821e8d48	0xd8	Semaphore	0x100003	
756	lsass.exe	0x821e8220	0xdc	Semaphore	0x100003	
756	lsass.exe	0x8218f5d8	0xe0	Semaphore	0x100003	
756	lsass.exe	0x820d2020	0xe4	Semaphore	0x100003	
756	lsass.exe	0x821400c8	0xe8	Event	0x1f0003	
756	lsass.exe	0x8217a610	0xec	Semaphore	0x100003	
756	lsass.exe	0x8217b120	0xf0	Semaphore	0x100003	
756	lsass.exe	0xe16a2d58	0xf4	Key	0x6001d	MACHINE\SECURITY
756	lsass.exe	0xe1a012d8	0xf8	Key	0x3001f	MACHINE\SECURITY\RXACT
756	lsass.exe	0x8206f1d8	0xfc	Event	0x1f0003	
756	lsass.exe	0x8206d1d8	0x100	Event	0x1f0003	
756	lsass.exe	0x820731d8	0x104	Event	0x1f0003	
756	lsass.exe	0x82362798	0x108	WmiGuid	0xa84	
756	lsass.exe	0x821c52d0	0x10c	WmiGuid	0xa84	
756	lsass.exe	0xe1a608d0	0x110	Key	0x2001f	MACHINE\SECURITY\POLICY
756	lsass.exe	0x8223a9a0	0x114	Semaphore	0x100003	
756	lsass.exe	0x821cb110	0x118	Semaphore	0x100003	
756	lsass.exe	0x82227428	0x11c	Semaphore	0x100003	
756	lsass.exe	0x82228e80	0x120	Semaphore	0x100003	
756	lsass.exe	0x820f1a30	0x124	Event	0x1f0003	
756	lsass.exe	0x820dc2d0	0x128	Timer	0x1f0003	
756	lsass.exe	0xe1b08398	0x12c	Key	0x11	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\AUDIT\PERUSERAUDITING\SYSTEM
756	lsass.exe	0x821d7ab0	0x130	Semaphore	0x100003	
756	lsass.exe	0x8211b2b8	0x134	Semaphore	0x100003	
756	lsass.exe	0x821d7a78	0x138	Semaphore	0x100003	
756	lsass.exe	0xe1a68bd8	0x13c	Token	0xf01ff	
756	lsass.exe	0x8211b280	0x140	Semaphore	0x100003	
756	lsass.exe	0x8211b248	0x144	Semaphore	0x100003	
756	lsass.exe	0x82108538	0x148	Semaphore	0x100003	
756	lsass.exe	0x82108500	0x14c	Semaphore	0x100003	
756	lsass.exe	0x821084c8	0x150	Semaphore	0x100003	
756	lsass.exe	0x82166718	0x154	Event	0x1f0003	
756	lsass.exe	0xe1b082f8	0x158	Section	0xf0007	Debug.Memory.2f4
756	lsass.exe	0xe1b09b90	0x15c	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\KERBEROS
756	lsass.exe	0x821bccb8	0x160	Thread	0x1f03ff	Tid 800 Pid 756
756	lsass.exe	0x82282a58	0x164	Semaphore	0x100003	
756	lsass.exe	0x822ac1f8	0x168	File	0x12019f	\Device\WMIDataDevice
756	lsass.exe	0x82132a08	0x16c	Event	0x1f0003	
756	lsass.exe	0x820b5ba0	0x170	WmiGuid	0xa84	
756	lsass.exe	0x82165840	0x174	File	0x12019f	\Device\WMIDataDevice
756	lsass.exe	0x821329d8	0x178	Event	0x1f0003	
756	lsass.exe	0x822c8798	0x17c	Process	0x1f0fff	lsass.exe Pid 756
756	lsass.exe	0x821329a8	0x180	Event	0x1f0003	
756	lsass.exe	0x82132978	0x184	Event	0x1f0003	
756	lsass.exe	0x820e6178	0x188	Semaphore	0x100003	
756	lsass.exe	0xe1a8fb00	0x18c	Key	0x2001f	MACHINE\SECURITY\POLICY
756	lsass.exe	0x821f53b8	0x190	Semaphore	0x100003	
756	lsass.exe	0x821e7fe8	0x194	Semaphore	0x100003	
756	lsass.exe	0x821325b0	0x198	Semaphore	0x100003	
756	lsass.exe	0xe1b226b8	0x19c	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\KERBEROS\SIDCACHE
756	lsass.exe	0x82132578	0x1a0	Semaphore	0x100003	
756	lsass.exe	0x82132540	0x1a4	Semaphore	0x100003	
756	lsass.exe	0x82132508	0x1a8	Semaphore	0x100003	
756	lsass.exe	0x821bbd70	0x1ac	Semaphore	0x100003	
756	lsass.exe	0x821bbd38	0x1b0	Semaphore	0x100003	
756	lsass.exe	0xe1b06460	0x1b4	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\KERBEROS\DOMAINS
756	lsass.exe	0x821666e8	0x1b8	Event	0x1f0003	
756	lsass.exe	0x820a4e50	0x1bc	Semaphore	0x100003	
756	lsass.exe	0x820a4e18	0x1c0	Semaphore	0x100003	
756	lsass.exe	0x82269508	0x1c4	Event	0x100003	
756	lsass.exe	0x821324d8	0x1c8	Event	0x1f0003	
756	lsass.exe	0xe1b18458	0x1cc	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
756	lsass.exe	0x821bbc98	0x1d0	Event	0x1f0003	
756	lsass.exe	0xe1abd458	0x1d4	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
756	lsass.exe	0x822b49c0	0x1d8	File	0x1200a0	\Device\Tcp
756	lsass.exe	0x820a2858	0x1dc	File	0x120116	\Device\Tcp
756	lsass.exe	0x821c11e0	0x1e0	File	0x1200a0	\Device\Ip
756	lsass.exe	0x820d65d8	0x1e4	File	0x100003	\Device\Ip
756	lsass.exe	0x8213cd00	0x1e8	File	0x1200a0	\Device\Ip
756	lsass.exe	0x82132940	0x1ec	Semaphore	0x100003	
756	lsass.exe	0x82289ac0	0x1f0	Semaphore	0x100003	
756	lsass.exe	0xe1b13638	0x1f4	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE
756	lsass.exe	0xe1b16e40	0x1f8	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS
756	lsass.exe	0xe1b18e10	0x1fc	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES
756	lsass.exe	0xe1b1c380	0x200	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS
756	lsass.exe	0xe1b21e40	0x204	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA
756	lsass.exe	0x82039f48	0x208	WmiGuid	0xa84	
756	lsass.exe	0xe1b25368	0x20c	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\MSV1_0
756	lsass.exe	0x820ac270	0x210	Semaphore	0x100003	
756	lsass.exe	0x821bc1a8	0x214	Semaphore	0x100003	
756	lsass.exe	0x821bc170	0x218	Semaphore	0x100003	
756	lsass.exe	0x821bc138	0x21c	Semaphore	0x100003	
756	lsass.exe	0x821bc100	0x220	Semaphore	0x100003	
756	lsass.exe	0x82132e50	0x224	Semaphore	0x100003	
756	lsass.exe	0x82132e18	0x228	Semaphore	0x100003	
756	lsass.exe	0x82132de0	0x22c	Semaphore	0x100003	
756	lsass.exe	0xe1b1d9b8	0x230	Key	0x2001f	MACHINE\SECURITY\POLICY
756	lsass.exe	0x82130588	0x234	Semaphore	0x100003	
756	lsass.exe	0xe1b2c978	0x238	Token	0x600fe	
756	lsass.exe	0x82130550	0x23c	Semaphore	0x100003	
756	lsass.exe	0x821c11a8	0x240	Event	0x1f0003	
756	lsass.exe	0x823875f0	0x244	File	0x120196	\Device\HarddiskVolume1\WINDOWS\Debug\PASSWD.LOG
756	lsass.exe	0x821c5298	0x248	Semaphore	0x100003	
756	lsass.exe	0x820f6858	0x24c	Semaphore	0x100003	
756	lsass.exe	0x820f6820	0x250	Semaphore	0x100003	
756	lsass.exe	0x820ecd58	0x254	Semaphore	0x100003	
756	lsass.exe	0x820eccc8	0x258	Event	0x1f0003	
756	lsass.exe	0x820eccf8	0x25c	Event	0x1f0003	
756	lsass.exe	0x820ecc90	0x260	Semaphore	0x100003	
756	lsass.exe	0x8221f268	0x264	Semaphore	0x100003	
756	lsass.exe	0x8221f230	0x268	Semaphore	0x100003	
756	lsass.exe	0x8221f1f8	0x26c	Semaphore	0x100003	
756	lsass.exe	0x82362368	0x270	IoCompletion	0x1f0003	
756	lsass.exe	0x82258370	0x274	Event	0x1f0003	crypt32LogoffEvent
756	lsass.exe	0x82167f18	0x278	Event	0x1f0003	
756	lsass.exe	0xe1b1d2e8	0x27c	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SECURITYPROVIDERS\WDIGEST
756	lsass.exe	0x823a8830	0x280	IoCompletion	0x1f0003	
756	lsass.exe	0x82362368	0x284	IoCompletion	0x1f0003	
756	lsass.exe	0x82381768	0x290	Event	0x1f0003	
756	lsass.exe	0x81ff3020	0x294	Thread	0x1f03ff	Tid 816 Pid 756
756	lsass.exe	0xe1627bb8	0x298	Port	0x1f0001	audit
756	lsass.exe	0xe1b0d2b8	0x29c	Port	0x1f0001	
756	lsass.exe	0x81eaeb80	0x2a0	Thread	0x1f03ff	Tid 3280 Pid 756
756	lsass.exe	0xe13e14d0	0x2a4	Port	0x1f0001	securityevent
756	lsass.exe	0x822d3b10	0x2a8	Event	0x1f0003	
756	lsass.exe	0x820037f8	0x2ac	Event	0x1f0003	
756	lsass.exe	0x821668e0	0x2b0	Thread	0x1f03ff	Tid 828 Pid 756
756	lsass.exe	0x823e68a0	0x2b4	File	0x12019f	\Device\KsecDD
756	lsass.exe	0xe15d2bb8	0x2b8	Port	0x1f0001	LsaAuthenticationPort
756	lsass.exe	0xe19e60e8	0x2bc	Port	0x1f0001	
756	lsass.exe	0x822c8798	0x2c0	Process	0x478	lsass.exe Pid 756
756	lsass.exe	0xe1a68b10	0x2c4	Port	0x1f0001	
756	lsass.exe	0x822c09f8	0x2c8	Process	0x478	winlogon.exe Pid 692
756	lsass.exe	0xe1b17f68	0x2cc	Port	0x1f0001	
756	lsass.exe	0x822c09f8	0x2d0	Process	0x478	winlogon.exe Pid 692
756	lsass.exe	0x8211a990	0x2d4	Semaphore	0x21f0003	
756	lsass.exe	0x82325af8	0x2d8	Event	0x1f0003	LSA_RPC_SERVER_ACTIVE
756	lsass.exe	0x8239f6c0	0x2dc	Event	0x1f0003	
756	lsass.exe	0xe1b213e8	0x2e0	Key	0x11	MACHINE\SOFTWARE\MICROSOFT\CRYPTOGRAPHY\PROTECT\PROVIDERS\DF9D8CD0-1501-11D1-8C7A-00C04FC297EB
756	lsass.exe	0x822dcff0	0x2e4	Event	0x1f0003	
756	lsass.exe	0xe15d3288	0x2e8	Port	0x1f0001	protected_storage
756	lsass.exe	0x821416a8	0x2ec	File	0x12019f	\Device\NamedPipe\lsass
756	lsass.exe	0x820d02a0	0x2f0	File	0x12019f	\Device\NamedPipe\lsass
756	lsass.exe	0x8209aef8	0x2f4	File	0x12019f	\Device\NamedPipe\protected_storage
756	lsass.exe	0x82380f40	0x2f8	File	0x12019f	\Device\NamedPipe\protected_storage
756	lsass.exe	0x81e87b40	0x300	File	0x12019f	\Device\NamedPipe\lsass
756	lsass.exe	0x8230fda8	0x304	Thread	0x1f03ff	Tid 1504 Pid 756
756	lsass.exe	0x8237df30	0x308	Event	0x100003	
756	lsass.exe	0x82154410	0x310	Event	0x1f0003	
756	lsass.exe	0xe19fdd18	0x314	Port	0x1f0001	
756	lsass.exe	0x822c8798	0x318	Process	0x478	lsass.exe Pid 756
756	lsass.exe	0xe1b30468	0x31c	Port	0x1f0001	
756	lsass.exe	0x822c8798	0x320	Process	0x478	lsass.exe Pid 756
756	lsass.exe	0x82154410	0x324	Event	0x1f0003	
756	lsass.exe	0x82154410	0x328	Event	0x1f0003	
756	lsass.exe	0x8216b078	0x32c	Semaphore	0x100003	
756	lsass.exe	0x82154338	0x330	Semaphore	0x100003	
756	lsass.exe	0x820a4de0	0x334	Semaphore	0x21f0003	
756	lsass.exe	0x82169020	0x338	Semaphore	0x100003	
756	lsass.exe	0x82169100	0x33c	Semaphore	0x100003	
756	lsass.exe	0x8213cff0	0x340	Event	0x1f0003	
756	lsass.exe	0x8213cfc0	0x344	Event	0x1f0003	
756	lsass.exe	0x8213cf88	0x348	Semaphore	0x100003	
756	lsass.exe	0x8213cf50	0x34c	Semaphore	0x100003	
756	lsass.exe	0xe1abc850	0x350	Key	0x2001f	MACHINE\SAM\SAM
756	lsass.exe	0xe1b1e8f0	0x354	Key	0x3001f	MACHINE\SAM\SAM\RXACT
756	lsass.exe	0xe1b14250	0x358	Key	0x2001f	MACHINE\SAM\SAM\DOMAINS\BUILTIN
756	lsass.exe	0xe1b08fb8	0x35c	Key	0x2001f	MACHINE\SAM\SAM\DOMAINS\ACCOUNT
756	lsass.exe	0xe18b71b0	0x360	Token	0xf01ff	
756	lsass.exe	0x822bc7b8	0x364	Event	0x100002	SAM_SERVICE_STARTED
756	lsass.exe	0x822ba498	0x368	Event	0x1f0003	
756	lsass.exe	0x822ba458	0x36c	Mutant	0x1f0001	
756	lsass.exe	0x822ba428	0x370	Event	0x1f0003	
756	lsass.exe	0x822ba3e8	0x374	Mutant	0x1f0001	
756	lsass.exe	0x822ba3b8	0x378	Event	0x1f0003	
756	lsass.exe	0x822bc7e8	0x37c	Mutant	0x1f0001	
756	lsass.exe	0xe1aba020	0x380	Port	0x1f0001	
756	lsass.exe	0x823c8a00	0x384	Process	0x478	System Pid 4
756	lsass.exe	0x8225c288	0x388	File	0x12019f	\Device\NamedPipe\lsass
756	lsass.exe	0x81e879c8	0x38c	Event	0x1f0003	
756	lsass.exe	0x82341288	0x3a0	Event	0x1f0003	
756	lsass.exe	0x821a5da0	0x3a4	Process	0x478	services.exe Pid 744
756	lsass.exe	0x820ac2a8	0x3a8	WmiGuid	0xa84	
756	lsass.exe	0x821bd510	0x3ac	Event	0x1f0003	
756	lsass.exe	0xe1b3f430	0x3b0	Port	0x1f0001	
756	lsass.exe	0x8204f3c0	0x3b8	Thread	0x1f03ff	Tid 3720 Pid 756
756	lsass.exe	0xe1a6ad18	0x3bc	Port	0x1f0001	
756	lsass.exe	0x82150b90	0x3c0	Process	0x478	svchost.exe Pid 912
756	lsass.exe	0xe19d0d18	0x3c4	Port	0x1f0001	
756	lsass.exe	0x82150b90	0x3c8	Process	0x478	svchost.exe Pid 912
756	lsass.exe	0xe18aedf0	0x3cc	Port	0x1f0001	
756	lsass.exe	0x821a5da0	0x3d0	Process	0x478	services.exe Pid 744
756	lsass.exe	0xe169a918	0x3d4	Port	0x1f0001	
756	lsass.exe	0xe1b37408	0x3d8	Token	0xf01ff	
756	lsass.exe	0x822c09f8	0x3dc	Process	0x478	winlogon.exe Pid 692
756	lsass.exe	0x822c8bf8	0x3e0	Process	0x478	svchost.exe Pid 992
756	lsass.exe	0xe1b1f540	0x3e8	Key	0x2020019	USER
756	lsass.exe	0x8204dac8	0x3ec	Event	0x1f0003	
756	lsass.exe	0x82056bf0	0x3f0	Thread	0x1f03ff	Tid 768 Pid 756
756	lsass.exe	0x82238c70	0x3f4	Event	0x1f0003	
756	lsass.exe	0xe1b7b618	0x3f8	Port	0x1f0001	
756	lsass.exe	0xe1ae1df0	0x400	Port	0x1f0001	
756	lsass.exe	0xe19d81c0	0x404	Port	0x1f0001	
756	lsass.exe	0x81eab8e0	0x408	Thread	0x1f03ff	Tid 1452 Pid 756
756	lsass.exe	0x82151da0	0x410	Process	0x478	svchost.exe Pid 1084
756	lsass.exe	0x822c5a08	0x414	Event	0x1f0003	
756	lsass.exe	0xe1b779a0	0x424	Token	0xf01ff	
756	lsass.exe	0x8214ebf0	0x42c	Event	0x1f0003	
756	lsass.exe	0x8229b140	0x430	Event	0x1f0003	
756	lsass.exe	0x82256340	0x434	Event	0x100003	
756	lsass.exe	0x82345f90	0x43c	File	0x12019f	\Device\NamedPipe\lsass
756	lsass.exe	0x82174ce8	0x440	Event	0x1f0003	
756	lsass.exe	0xe1bbfc40	0x448	Token	0xf01ff	
756	lsass.exe	0x8218f240	0x44c	Event	0x100003	
756	lsass.exe	0x82153f30	0x454	Event	0x100003	
756	lsass.exe	0x82153f60	0x45c	Event	0x100003	
756	lsass.exe	0x82091830	0x460	Event	0x21f0003	
756	lsass.exe	0x8216d028	0x464	File	0x12019f	\Device\NamedPipe\lsass
756	lsass.exe	0x82151da0	0x46c	Process	0x478	svchost.exe Pid 1084
756	lsass.exe	0x82066ab0	0x470	Thread	0x1f03ff	Tid 580 Pid 756
